id,status,sentences
nyt://article/f75f87ae-ffd2-5534-9532-777e202f537f,Success,['To this ANDERSON turned a deaf ear.']
nyt://article/f7a7497c-4eee-581b-bd8d-4d26850ca9b1,Success,['Who will know how to care for them when those of us who are doing it now are dead and gone?” But my question fell on deaf ears.']
nyt://article/f7b125b2-93ef-5179-9c26-e46dd41d3a11,Success,"['Nevertheless, the West has long turned deaf ears to their messages, and the academic and publishing communities have chosen not to seek and recognize those prolific writers.']"
nyt://article/f7cd6cd5-4fc0-5dc7-9496-6394e1768f16,Success,"[""But ''Moscow turned a deaf ear.''"", 'Rather than turn a deaf ear, Moscow tried to revive the commission.']"
nyt://article/f7ce1c9b-7a9f-5949-80db-4790087e6c93,Success,"['""It falls on deaf ears,"" he said.']"
nyt://article/f7d209b3-f000-5ca4-8f98-8c12df250022,Success,"['However, in 1896, when a neighborhood association complained about the noise and disruption from Italian street parades, the police turned a deaf ear -- the parade organizers had legal permits.']"
nyt://article/f7d4cd3e-5e5b-5825-a50f-0c5820d28811,Success,['He would turn a deaf ear to actors’ pleas for retakes or technicians’ requests for more setup time.']
nyt://article/f7e1e175-eb53-567b-a58e-33eef4a8c5d1,Success,"['BUSINESS DAY, PAGE C1 Unheeded Pleas Before Storm A FEMA worker described sending urgent requests for help to his bosses from the Superdome as Hurricane Katrina neared, only to have them fall on deaf ears.']"
nyt://article/f7e38a30-d0fa-5e9b-b7de-d2d88f6f5c72,Success,"['Given the political mood, their pleas are going to fall on deaf ears, as are calls by the commission to channel more E.U.']"
nyt://article/f83cc41d-7bcf-50c1-b9ac-9955c8575519,Success,"['A few times a voice in the crowd would yell, “Give it to Doc.” The suggestions fell on deaf ears.']"
nyt://article/f87102fa-84e9-5d57-acf8-722c3c9b3e54,Success,['This argument fell on deaf ears.']
nyt://article/f87e9d59-1cf4-54da-b4f8-22562cc061ba,Success,"['Let us hope that our political leaders also understand, and continue to turn a deaf ear to those who would prematurely push them into war.']"
nyt://article/f8949aba-5681-5b6d-9f0b-11a10e3af4e9,Success,"['As Charles Cotesworth Pinckney, the adamantly proslavery leader of the South Carolina delegation to the Constitutional Convention, bragged to his state’s legislature: “We have a security that the general government can never emancipate them, for no such authority is granted and it is admitted, on all hands, that the general government has no powers but what are expressly granted by the Constitution, and that all rights not expressed were reserved by the several states.” But these arguments fell on deaf ears.']"
nyt://article/f8ca261d-0e88-5bdd-a12a-bbded0b72b32,Success,"['Among the concerns are the seemingly generous incentives the takeover agreement provided Kohlberg, Kravis, which collects as much as $65 million in cash and $300 million in Borden stock on Friday whether or not the deal is consummated; the speed with which the negotiations were concluded, and whether the Borden board turned a deaf ear to expressions of interest from a second suitor, the Japonica Partners, headed by Paul B. Kazarian, the former chief executive of Sunbeam-Oster, who has experience in turning around troubled consumer-products companies.']"
nyt://article/f92c4481-4aae-58b1-95da-9db6710241fd,Success,"['“We complained, but it kept falling on deaf ears.” In May, Mr. Amos called the 1-800 number on the U.A.W.’s website.']"
nyt://article/f973ecc0-0ae1-564f-971c-4851da956b91,Success,"['Unfortunately, his notifications fell on deaf ears.” Mr. Onorato declined to comment further.']"
nyt://article/f9930cf2-1577-5739-ae04-93b1c6068d54,Success,['My apology and explanation about how we were trying to solve the problem fell on deaf ears.']
nyt://article/f9b155eb-ea82-56de-8889-d19de8900547,Success,"['They had not sufficient firmness to turn a deaf ear to such a supplication, from such a quarter; and although my personal opinion is that the truer patriotism would have been to have persevered at any cost, yet I cannot but make every allowance for M. FOULD when I know that his resignation, under the circumstances, would have caused a fall of two or three per cent in the public funds.']"
nyt://article/f9f1d359-fc37-5954-80ad-cdc17cc7156a,Success,['But just as important is knowing where a message is likely to fall on deaf ears.']
nyt://article/fa78fa66-37ce-575f-a865-249caa324c37,Success,['Except now their words seem to fall on deaf ears.']
nyt://article/fab6acc7-331b-5324-afbd-16b63182b198,Success,"['Wrap it up.” I remember what Elias Canetti said about such people: “Being safe, at peace and in splendor, and then to hear a person’s pleas while determined to turn a deaf ear … could anything be more vile than that?” While the defendants and their lawyers speak, the chubby, skew-eyed judge to the chief’s right leans back in his chair and looks up at the ceiling.']"
nyt://article/fab8c95d-618f-59c2-92e4-e8c0ec76e3da,Success,"['“It is about the illegitimacy of the regime.” In that sense, promises to include the opposition in the planned constitutional conference may fall on deaf ears, given that it will be organized by Mr. Bouteflika’s discredited government.']"
nyt://article/faf7d51d-fc3e-5cf6-8cd5-c6a6ee6c34bc,Success,"['Ms. Fleming told the President and AIDS workers gathered at the White House: ""For the first 12 years of the AIDS epidemic, I stood on the outside of the Administration looking in, shouting to be heard and banging on the doors of a bureaucracy that too often turned a deaf ear to the cries of the American people.']"
nyt://article/fb1e4cf5-cefc-53b8-be73-736ffbc43fa7,Success,"['If I cannot convince you, if my words fall on deaf ears, for whatever reason, then may I appeal to you at least on political grounds?']"
nyt://article/fb5bf1bb-89e0-53c3-86e6-21add2aa84d0,Success,"[""ADVERTISEMENT  To the Editor: On Aug. 16 the ultimate in sardonic humor must have been reached when Uganda's President, Gen. Idi Amin, recalled their Olympic hopeful, hurdler John Akii‐Bua from participating in the games on account of Rhodesia's inclusion, while at the same time turning a deaf ear to Britain's envoy Geoffrey Rippon who was in Kampala pleading for the 50,000 Asians who face a ninety‐day deadline on expulsion.""]"
nyt://article/fb793423-9eef-5336-b0af-224077480978,Success,"[""The U.S. explanation that a truck's brakes failed fell on deaf ears because there is no reservoir of good will for Americans after years of callous behavior toward local civilians.""]"
nyt://article/fb7e30e7-af42-5c16-9482-b21775679859,Success,"[""And it certainly didn't cause him to turn a deaf ear.""]"
nyt://article/fbd27fe4-a355-5603-ac0e-a36fd2a5aa97,Success,"[""In truth, Mrs. Cresson's contention that it is unfair for the Japanese to work so hard falls on deaf ears here.""]"
nyt://article/fc20b186-055f-5657-94f8-7fda43354596,Success,['The argument will probably fall on deaf ears.']
nyt://article/fc9ed242-c08d-594b-97f2-52939521f9cd,Success,"[""Poland's political leaders have exhorted people here to take an interest in the campaign, a plea that appeared to fall on deaf ears in several disparate locales this week.""]"
nyt://article/fca223d6-0588-55da-a575-5371565c7467,Success,"['In 2009, when a fire at a home in the Adirondacks killed four residents, an investigation showed that the home’s fire drill reports were “substantially inaccurate,” and “contained serious irregularities which called into question the veracity of the drills.” Mr. Monsour e-mailed Mr. Chmura, chiding him that “my concerns fell on deaf ears.” Mr. Chmura responded, assuring Mr. Monsour that the agency reviewed his claims.']"
nyt://article/fcad76a1-93ec-59e4-9c64-fa3dd1110419,Success,"['FUBU got its start by promoting a sense of black unity — it’s an acronym for “For Us, By Us” — but that message fell on deaf ears here.']"
nyt://article/fcbb6275-24b9-5502-834c-7346c5792fc7,Success,"['His attempt to pressure the White House into making it a Democratic issue was laudable, but fell on deaf ears.']"
nyt://article/fcbd537f-9e4e-5026-a4c5-f15e168afbe9,Success,['Mr. Volz said Wednesday that evidence he presented apparently fell on deaf ears.']
nyt://article/fd53f94b-a504-5d87-b271-4ac06bac0de6,Success,"['Too often, though, without a video, our clients’ accounts of the lies told by police fall on deaf ears.']"
nyt://article/fd5c29af-4253-5141-a310-64d37a5debe4,Success,['Their statistical arguments might fall on deaf ears.']
nyt://article/fd64ec0e-a3ec-53ba-af12-f028901b46f5,Success,"[""Merchant's appeals for reconsideration fell on deaf ears, as did those of Patricia Reed Scott, the city's Commissioner of Film, Theater and Broadcasting.""]"
nyt://article/fd9a2711-b20e-557c-8a1e-b89d2210ebaa,Success,['Yet the efforts of the United States to coax the Europeans to expand their economies faster seem to be falling on deaf ears.']
nyt://article/fda34f92-f7e3-512a-bc1a-ff7ede0acb70,Success,"['Then, on Thursday, the Israeli prime minister, Benjamin Netanyahu, responded by telling the General Assembly, “I am prepared to immediately resume direct negotiations with the Palestinian Authority without any preconditions whatsoever.” Unfortunately, Mr. Netanyahu’s appeal will fall on deaf ears because Mr. Abbas doubts that Israel’s narrow right-wing government can negotiate anything, and he doesn’t feel politically capable himself of making the necessary compromises on the Palestinian side.']"
nyt://article/fda64357-59c9-5a91-9183-c74bf91d8cb0,Success,['The newly formed Turner Society found from 1975 onwards that its lobbying did not altogether fall on deaf ears.']
nyt://article/fdb53577-c527-5391-bc80-ca2b2a5c5644,Success,['with their complaints after two levels of Philadelphia Electric executives at the plant turned deaf ears.']
nyt://article/fe1172eb-b933-5a45-afdc-9acbf800e869,Success,['It was a view of art - and of its relation to life - that fell on deaf ears for many years.']
nyt://article/fe19d2fa-63a3-5e27-a455-ebb40dd97816,Success,"[""(The cover depicts Lady Liberty clutching a bunch of greens in place of her torch, proving that Kamp's publishers have turned a deaf ear to the wisdom of a leading American gourmand, Homer Simpson, who once observed that you don't win friends with salad.)""]"
nyt://article/fe72a7c6-52c8-51ff-bd90-569100447433,Success,"[""When it fell on deaf ears, he filed suit seeking the refund of his $2.80 fare plus $45 for ''inconvenience, physical discomfort, mental aggravation and breach of contract,'' a not-so-arbitrary amount that kept the suit under the $50 limit for swift action in New York's old Municipal Court.""]"
nyt://article/fe7d3944-c1d0-525e-a2f2-5fb717c5a311,Success,"['Will that Government turn a deaf ear to them and permit them, bruised and bleeding, to relapse in the night of despotism that has enveloped them for three years?']"
nyt://article/fe9c7b72-e880-5fb5-aa3d-1bfc36ad9f48,Success,"['With weaker oil prices pushing the pound down five cents, to a record low of $1.50, Britain was not turning a deaf ear to its Middle East counterparts.']"
nyt://article/fea0cbb5-cc4a-549d-8aef-8d155fc34630,Success,"['But for many other surgeons, arguments for the virtues of music fall on deaf ears.']"
nyt://article/feb4316c-9a87-563d-b190-c7e11fd21be0,Success,"['Wal-Mart has changed some labor policies, Ms. Berry said, and some pharmaceutical companies have responded to “justice actions.” But in the corporate universe, turning a deaf ear remains a default position.']"
nyt://article/feb46cc7-bb06-51d0-be21-403c0ba0b19b,Success,"['We have begged for reinforcements and support for two months past, so that we might penetrate into East Tennessee, where both friends and supplies await us, but the authorities at Washington have turned a deaf ear to our entreaties.']"
nyt://article/fecbe1e7-3f76-5d3a-9929-ed5b25ed4a2f,Success,"['These steadily repeated charges, over three years, did not fall on deaf ears.']"
nyt://article/ff14cf02-3aee-5312-95ba-40c0eebbf4f2,Success,"['Hindus have been protesting special treatment for Muslims since 1947, but the Congress Party, which has been in power virtually since independence, has turned a deaf ear, primarily because it has lobbied the Muslim vote without which it cannot remain in power.']"
